stars,adverbs,sentiment
3.0,14,0.8515
5.0,1,0.9273
2.0,6,0.8555
5.0,14,0.9771
5.0,3,0.9798
5.0,5,0.9902
1.0,11,-0.9912
1.0,9,-0.8955
5.0,2,0.8074
3.0,4,-0.3737
5.0,1,0.9242
5.0,4,0.9225
2.0,7,-0.6161
2.0,18,0.9542
1.0,8,-0.3612
4.0,1,0.7655
3.0,2,0.5824
5.0,3,0.9263
5.0,17,0.9935
1.0,15,-0.9737
5.0,3,0.8852
5.0,6,0.9922
1.0,2,-0.3107
5.0,13,0.9817
5.0,10,0.6196
5.0,5,0.7814
1.0,6,-0.0941
1.0,33,0.9105
3.0,7,0.4767
3.0,8,0.8475
5.0,0,0.7896
2.0,3,0.6652
5.0,7,0.973
5.0,1,0.8957
1.0,0,-0.4019
5.0,16,0.97
1.0,10,0.775
1.0,9,0.5388
5.0,4,0.9701
5.0,1,0.8327
1.0,3,0.6682
4.0,2,0.9081
5.0,0,0.9476
5.0,7,0.9334
4.0,1,0.8588
5.0,3,0.8395
5.0,3,0.9886
5.0,9,0.9497
5.0,3,0.8395
5.0,28,0.9807
1.0,3,-0.6393
3.0,6,0.5794
4.0,2,0.8402
5.0,5,0.9022
2.0,4,0.7217
5.0,4,-0.3899
5.0,12,0.9863
1.0,9,-0.8891
5.0,13,0.9976
5.0,12,0.9924
2.0,26,0.8674
4.0,3,0.2763
1.0,10,-0.2592
4.0,1,0.0387
1.0,8,-0.855
5.0,6,0.9649
1.0,4,-0.8031
5.0,4,0.9873
2.0,5,-0.682
5.0,13,0.9754
5.0,1,0.9758
3.0,39,0.9832
5.0,1,0.932
5.0,2,0.8858
4.0,6,0.9825
4.0,15,0.9573
4.0,5,0.9224
5.0,0,0.9583
5.0,2,0.9696
1.0,8,-0.9174
4.0,15,0.8941
4.0,5,0.9505
5.0,0,0.8439
5.0,6,0.9722
5.0,2,0.9856
5.0,2,0.9516
5.0,1,0.9491
5.0,5,0.9403
5.0,0,0.8834
5.0,10,0.9445
3.0,6,0.9702
4.0,7,0.9929
5.0,3,0.9713
5.0,2,0.9606
5.0,11,0.6391
5.0,5,0.9897
5.0,4,0.9625
5.0,5,0.9697
1.0,10,0.6597
5.0,3,0.871
5.0,3,0.9656
5.0,4,0.97
5.0,1,0.743
5.0,5,0.9682
4.0,2,0.9416
1.0,3,-0.9337
1.0,6,-0.5859
5.0,1,0.8074
2.0,1,0.296
1.0,10,0.8837
5.0,7,0.9669
1.0,11,-0.8038
5.0,5,0.8687
5.0,3,0.7951
5.0,2,0.9696
1.0,6,-0.8189
4.0,7,0.8469
5.0,0,0.9576
3.0,11,0.6971
5.0,9,0.9224
5.0,1,0.6948
5.0,5,0.5266
5.0,6,0.899
1.0,0,0.0
5.0,3,0.9768
5.0,37,0.997
3.0,7,0.9017
5.0,5,0.9471
1.0,5,0.8008
5.0,1,0.7906
5.0,0,0.9638
4.0,5,0.9441
1.0,19,0.4548
5.0,3,0.9327
3.0,15,0.1227
2.0,6,-0.8205
3.0,4,0.2034
5.0,1,0.8644
5.0,3,0.967
1.0,2,-0.3182
3.0,9,0.9535
5.0,3,0.8972
5.0,6,0.9824
1.0,11,0.8753
3.0,9,-0.8848
5.0,3,0.8126
5.0,26,0.9972
3.0,20,0.9781
3.0,8,0.9382
2.0,3,0.9389
1.0,2,-0.8126
1.0,48,0.5525
5.0,0,0.9451
3.0,7,-0.8404
3.0,3,-0.1027
5.0,8,0.9538
5.0,6,0.8872
4.0,1,0.8555
1.0,10,0.9499
5.0,8,0.9925
3.0,6,0.901
3.0,13,-0.5015
5.0,1,0.8536
5.0,11,0.9817
1.0,4,-0.8876
5.0,6,0.9237
5.0,0,0.5859
5.0,4,0.9134
4.0,18,0.9627
3.0,18,0.9342
5.0,10,0.8224
1.0,5,-0.7657
5.0,3,0.8905
5.0,4,0.6468
5.0,2,0.9476
5.0,18,0.9757
5.0,3,0.9585
3.0,16,0.9133
5.0,3,0.914
5.0,3,0.8072
2.0,37,0.989
5.0,4,0.9848
5.0,4,0.8346
5.0,9,0.9876
1.0,22,0.6945
1.0,5,0.5337
2.0,16,0.9889
5.0,9,0.6855
1.0,8,-0.0539
3.0,13,0.935
5.0,2,0.9368
5.0,0,0.9612
1.0,19,0.9431
1.0,5,-0.8846
5.0,6,0.9027
1.0,1,-0.1531
5.0,5,0.969
5.0,10,0.9663
5.0,2,0.9509
3.0,10,0.9835
5.0,1,-0.3802
5.0,1,0.994
1.0,6,-0.7052
1.0,9,-0.8768
5.0,4,0.9359
4.0,3,0.9482
5.0,3,0.9201
5.0,7,0.9797
1.0,5,-0.9408
4.0,17,0.9908
4.0,3,0.9267
2.0,4,0.2854
5.0,12,0.9966
5.0,15,0.9436
1.0,4,-0.438
5.0,31,0.9964
1.0,24,0.9371
1.0,2,-0.6705
4.0,7,0.9875
5.0,2,0.915
4.0,12,0.982
2.0,10,0.4306
1.0,4,-0.4019
1.0,5,-0.6477
5.0,1,0.5859
1.0,15,-0.7834
1.0,20,0.8932
5.0,4,0.9668
3.0,18,0.9812
3.0,11,0.9786
1.0,6,-0.7876
5.0,4,0.9857
5.0,3,0.9629
5.0,7,0.9876
1.0,9,-0.3862
4.0,4,0.8225
5.0,7,0.9897
5.0,10,0.9705
1.0,1,-0.4019
5.0,6,0.8909
5.0,4,-0.8402
5.0,2,0.8356
1.0,4,-0.5093
5.0,0,0.9704
4.0,5,0.3182
5.0,3,0.8988
1.0,16,-0.9847
1.0,5,-0.3529
5.0,5,0.9636
5.0,8,0.9797
5.0,6,0.9604
5.0,15,0.9968
5.0,2,0.5719
5.0,7,0.9646
5.0,2,0.8779
3.0,4,0.3291
5.0,8,0.9545
2.0,4,0.286
5.0,1,0.8658
1.0,0,-0.6103
1.0,1,-0.674
5.0,7,0.9097
5.0,4,0.8353
1.0,26,0.4724
1.0,4,0.128
5.0,2,0.976
3.0,26,0.99
1.0,16,-0.7872
1.0,2,-0.2481
1.0,3,0.4404
5.0,5,0.986
1.0,14,-0.428
5.0,2,0.9498
4.0,0,0.9682
5.0,5,0.9863
5.0,1,0.9577
5.0,14,0.9708
1.0,13,0.4927
4.0,12,0.992
4.0,9,0.9074
1.0,3,-0.7351
5.0,3,0.9413
5.0,0,0.8715
5.0,7,0.9921
1.0,6,0.5694
5.0,9,-0.3833
5.0,5,0.99
4.0,6,0.94
5.0,3,0.9052
3.0,1,0.7906
5.0,14,0.9838
1.0,9,-0.9403
4.0,3,-0.0864
5.0,0,0.6981
5.0,11,0.9814
1.0,16,0.9014
1.0,10,0.8556
1.0,25,-0.6856
1.0,16,0.83
1.0,18,0.9345
5.0,3,0.7964
3.0,2,-0.1531
3.0,8,-0.0008
5.0,8,0.9522
5.0,0,0.9707
5.0,17,0.9747
4.0,12,0.9955
4.0,9,0.9829
4.0,2,0.9621
3.0,4,0.3455
5.0,1,0.9453
3.0,2,0.6542
1.0,1,0.0
5.0,8,0.882
5.0,4,0.966
5.0,7,0.9716
5.0,6,0.9504
5.0,3,0.963
5.0,0,0.9702
4.0,2,0.6059
4.0,7,0.9625
5.0,11,0.9897
2.0,3,-0.2582
5.0,6,0.9659
1.0,45,-0.9888
5.0,8,0.9864
5.0,1,0.9217
2.0,3,-0.296
5.0,2,0.9229
5.0,3,0.9516
5.0,8,0.9554
5.0,2,0.9393
5.0,4,0.6791
4.0,3,0.5214
5.0,11,0.9897
1.0,6,-0.1027
2.0,39,0.9943
5.0,2,0.7269
1.0,5,-0.824
5.0,7,0.9783
5.0,5,0.9774
5.0,13,0.9671
5.0,6,0.9234
4.0,11,0.9867
5.0,2,0.8792
5.0,49,0.9981
1.0,3,0.4019
5.0,0,0.9698
5.0,6,0.9874
4.0,11,0.9738
5.0,6,0.887
3.0,11,0.3975
5.0,8,0.9054
5.0,2,0.9678
3.0,10,0.7361
2.0,1,0.8421
1.0,5,-0.5423
1.0,7,0.7793
1.0,7,0.7308
2.0,5,0.6764
5.0,1,0.0
1.0,3,-0.0772
5.0,2,0.9422
3.0,1,0.0
5.0,1,0.8993
1.0,11,-0.9246
5.0,11,0.9943
4.0,18,0.9954
4.0,15,0.9857
5.0,6,0.9623
1.0,2,-0.1531
5.0,12,0.9938
4.0,4,0.7527
4.0,28,0.9789
4.0,9,0.887
5.0,7,0.9585
4.0,12,0.9901
5.0,15,0.9874
1.0,12,-0.0038
4.0,4,0.9422
3.0,7,0.7717
5.0,8,0.9209
1.0,17,-0.9573
3.0,14,0.9216
2.0,8,0.7874
5.0,2,0.9228
5.0,1,0.8398
5.0,4,0.9621
1.0,14,-0.2023
5.0,5,0.7982
4.0,0,0.9413
3.0,9,-0.2787
5.0,1,0.9323
2.0,8,0.7605
1.0,16,-0.8903
5.0,8,0.9804
2.0,10,-0.5556
4.0,6,0.9243
4.0,17,0.9371
1.0,1,-0.6453
1.0,3,-0.8934
5.0,8,0.9734
5.0,11,0.9672
5.0,4,-0.0433
3.0,2,0.1779
4.0,3,0.9048
5.0,0,0.9596
5.0,1,0.7906
1.0,0,0.8356
5.0,10,0.9472
3.0,3,0.0366
3.0,3,0.7433
2.0,10,0.877
1.0,0,0.0
5.0,7,0.9856
5.0,4,0.9784
5.0,6,0.9734
5.0,2,0.8676
1.0,17,-0.8711
5.0,11,0.9213
5.0,5,0.9586
5.0,7,0.9674
3.0,7,0.5259
3.0,8,0.6732
2.0,1,0.8885
5.0,3,0.9246
2.0,18,0.7279
5.0,3,0.9601
2.0,4,-0.359
5.0,2,0.866
1.0,1,-0.25
5.0,2,0.949
5.0,5,0.9757
1.0,5,-0.9723
5.0,3,0.9838
5.0,4,0.7624
5.0,7,0.9589
2.0,19,0.0788
5.0,0,0.9686
5.0,2,0.9698
1.0,8,-0.9839
3.0,9,0.7393
3.0,14,0.9333
4.0,13,0.997
4.0,1,0.8565
5.0,7,0.9512
5.0,15,0.9985
5.0,2,0.9115
5.0,2,0.8857
5.0,1,0.893
5.0,1,0.9411
2.0,2,0.8416
5.0,3,0.9683
5.0,8,0.9759
5.0,9,0.9381
4.0,5,0.9245
3.0,4,-0.3226
5.0,4,0.9858
5.0,6,0.9886
2.0,5,0.2263
5.0,0,-0.4574
3.0,3,0.4497
5.0,5,0.9834
1.0,9,0.8254
5.0,8,0.9963
1.0,7,-0.9465
5.0,8,0.938
5.0,8,0.9612
5.0,5,0.9322
5.0,11,0.8802
5.0,10,0.9891
5.0,4,0.9429
5.0,6,0.9849
4.0,3,0.8555
1.0,13,0.7128
5.0,17,0.953
5.0,6,0.9493
5.0,0,0.8201
4.0,2,0.926
1.0,4,0.7985
1.0,9,0.9231
1.0,11,-0.7988
5.0,2,0.8885
4.0,3,0.9571
4.0,11,0.8704
1.0,13,-0.9775
4.0,0,0.7263
2.0,2,0.7003
5.0,4,0.9371
5.0,4,0.9769
5.0,8,0.9854
5.0,3,0.5424
5.0,10,0.9039
4.0,6,0.943
5.0,13,0.9857
5.0,0,0.9806
5.0,1,0.8779
2.0,13,0.8775
4.0,4,0.25
1.0,5,0.9014
4.0,4,0.8873
1.0,12,-0.5413
5.0,0,0.4019
5.0,6,0.223
5.0,0,0.9565
4.0,13,0.8174
5.0,10,0.7568
1.0,6,0.8462
5.0,10,0.9921
2.0,5,-0.2551
5.0,12,0.9959
5.0,3,0.9339
1.0,8,-0.9471
5.0,1,0.9758
4.0,7,0.9721
5.0,11,0.9894
5.0,1,0.93
1.0,10,0.6157
1.0,13,-0.2749
5.0,0,0.9284
5.0,1,0.9312
5.0,1,0.9411
5.0,6,0.9937
5.0,5,0.8999
5.0,2,0.9612
4.0,6,0.9811
4.0,13,0.9906
3.0,1,0.915
2.0,18,0.9753
5.0,6,0.9804
5.0,3,0.8313
4.0,6,0.9616
5.0,2,0.9477
4.0,5,0.9577
5.0,11,0.7744
1.0,11,-0.8319
5.0,14,0.8846
1.0,2,-0.7208
5.0,12,0.9749
5.0,13,0.993
5.0,2,0.8436
5.0,16,0.9983
5.0,4,0.9369
5.0,3,0.8553
3.0,0,0.9313
2.0,5,-0.6549
5.0,2,0.9318
5.0,8,0.988
1.0,15,0.4404
5.0,5,0.95
5.0,2,0.8635
5.0,3,0.9332
5.0,3,0.9372
1.0,20,-0.5994
4.0,9,0.8288
5.0,0,0.942
1.0,8,-0.2349
4.0,2,0.9563
5.0,4,0.7156
5.0,5,0.9207
5.0,14,0.9887
1.0,2,-0.5423
4.0,4,0.9609
5.0,23,0.9955
5.0,2,0.962
4.0,15,0.9878
5.0,7,0.9661
5.0,20,0.9967
2.0,5,-0.0005
4.0,0,0.2244
5.0,3,0.9824
5.0,6,0.9153
4.0,1,0.8588
5.0,6,0.9745
2.0,5,-0.5838
3.0,9,0.9422
1.0,1,-0.1531
4.0,6,0.8293
4.0,20,0.9872
5.0,0,0.9646
5.0,4,0.9167
5.0,1,0.9661
5.0,5,0.9761
5.0,6,0.7578
1.0,12,-0.5713
5.0,2,0.7874
5.0,5,0.9685
5.0,20,0.9979
5.0,16,0.9939
5.0,1,0.9689
1.0,9,-0.1154
5.0,5,0.9485
5.0,4,0.9365
5.0,1,0.4588
1.0,9,-0.6361
5.0,14,0.9804
2.0,14,0.9308
2.0,4,0.0
1.0,9,0.7339
5.0,6,0.9852
4.0,2,0.5158
4.0,1,0.9674
1.0,13,-0.0415
5.0,16,0.9381
2.0,10,-0.3239
1.0,12,-0.9162
5.0,2,0.8744
3.0,1,0.8658
5.0,5,0.9442
3.0,15,0.9899
5.0,8,0.9676
2.0,5,0.2953
5.0,8,0.9517
5.0,1,0.8553
1.0,9,-0.9628
4.0,4,0.8655
5.0,3,0.9686
5.0,0,0.8858
3.0,17,0.5663
1.0,13,-0.5413
5.0,7,0.9709
1.0,0,-0.0675
5.0,3,0.9733
5.0,2,0.9804
5.0,1,0.8351
4.0,10,0.9936
3.0,6,0.3612
1.0,6,0.5484
5.0,3,0.8283
5.0,11,0.9904
1.0,8,0.2773
4.0,37,0.9946
5.0,4,0.9874
2.0,9,0.8352
5.0,4,0.9474
5.0,15,0.955
3.0,11,0.2698
1.0,8,-0.5017
5.0,11,0.9913
4.0,6,0.9957
5.0,7,0.9608
4.0,4,0.7321
5.0,2,0.9635
4.0,10,0.8389
4.0,6,0.9363
1.0,17,-0.7147
5.0,3,0.8207
5.0,1,0.9428
4.0,4,0.9559
4.0,5,0.9536
5.0,5,0.9093
5.0,1,0.8096
2.0,8,0.4951
1.0,4,-0.2755
5.0,1,0.923
5.0,3,0.9628
3.0,13,0.9321
1.0,0,-0.8713
3.0,5,0.9451
5.0,3,0.9099
5.0,12,0.9684
5.0,8,0.976
1.0,0,-0.7326
5.0,3,0.8837
1.0,5,-0.6428
1.0,14,0.8868
5.0,2,0.9136
4.0,0,0.7992
5.0,7,0.9833
5.0,3,0.3506
2.0,16,0.8285
4.0,3,0.4678
5.0,12,0.9612
4.0,9,0.9459
1.0,6,-0.1531
5.0,3,-0.4311
5.0,5,0.467
5.0,6,0.9381
1.0,17,0.9896
5.0,0,0.7845
5.0,5,0.9708
1.0,7,0.1621
1.0,21,0.7248
1.0,7,-0.8458
5.0,3,0.86
5.0,3,-0.1298
1.0,1,-0.8392
5.0,10,0.994
4.0,3,0.9508
4.0,14,0.9736
5.0,17,0.9909
4.0,4,0.9569
5.0,1,0.938
5.0,4,0.9537
3.0,4,0.0436
5.0,7,0.9778
4.0,12,0.9893
2.0,11,-0.3904
5.0,5,0.7089
3.0,28,0.9635
5.0,6,0.9822
5.0,3,0.9514
5.0,3,0.918
4.0,0,0.5719
2.0,10,-0.4873
5.0,5,0.9822
1.0,2,-0.9601
4.0,10,0.9841
2.0,5,0.7452
5.0,9,0.9966
1.0,7,-0.8586
5.0,0,0.4404
1.0,15,0.3149
5.0,3,0.9865
5.0,3,0.8999
5.0,13,0.9785
4.0,8,0.9792
1.0,7,0.7008
5.0,4,0.9413
5.0,2,0.7783
1.0,5,0.8075
1.0,25,0.2232
5.0,5,0.9488
3.0,7,0.6542
5.0,1,0.9212
5.0,2,0.893
5.0,10,0.7055
5.0,0,0.8883
5.0,9,0.9944
4.0,3,0.6858
5.0,14,0.9947
2.0,10,-0.9002
5.0,0,0.923
2.0,11,0.9028
4.0,2,0.9544
4.0,7,0.8425
5.0,5,0.9689
4.0,3,0.9538
4.0,4,0.8716
4.0,1,0.9523
1.0,15,-0.9431
4.0,14,-0.6918
2.0,19,0.9941
1.0,8,-0.7555
5.0,10,0.9818
3.0,10,0.7021
4.0,11,0.9893
1.0,3,0.2263
1.0,16,-0.8892
2.0,6,0.8227
5.0,2,0.9225
4.0,4,0.9545
5.0,11,0.989
2.0,6,-0.9434
2.0,4,-0.8796
5.0,11,0.9824
4.0,4,0.9118
4.0,3,0.7783
4.0,4,0.836
4.0,1,0.1838
5.0,4,0.9585
5.0,12,0.965
5.0,2,0.9571
5.0,2,0.9788
3.0,7,0.1275
5.0,2,0.9636
5.0,2,0.4003
1.0,6,-0.7579
5.0,4,0.9398
1.0,10,0.0311
4.0,5,0.9701
1.0,6,0.2635
5.0,2,0.9647
4.0,7,0.9503
2.0,4,-0.2253
3.0,22,0.9129
3.0,6,0.0156
3.0,24,0.9868
4.0,16,0.8908
4.0,26,0.9804
5.0,14,0.9928
4.0,2,0.8562
5.0,1,0.1759
5.0,2,0.8334
1.0,2,-0.9579
5.0,2,0.9417
1.0,1,-0.7713
4.0,5,-0.4854
5.0,2,0.9449
4.0,4,0.9403
5.0,8,0.9677
5.0,4,0.9412
1.0,4,0.7506
5.0,8,0.993
3.0,6,-0.6161
4.0,15,0.8979
5.0,2,0.8906
1.0,1,0.0
4.0,9,0.8982
4.0,4,0.876
5.0,2,0.8016
5.0,5,0.8805
1.0,17,0.1154
4.0,7,0.9942
5.0,3,0.9798
5.0,5,0.9208
2.0,5,-0.6445
5.0,3,0.9348
5.0,8,0.9779
5.0,1,0.926
5.0,3,0.9085
1.0,0,-0.1531
5.0,1,0.8671
5.0,0,0.8827
5.0,0,0.9843
5.0,1,0.555
5.0,4,0.9831
3.0,8,0.6641
1.0,6,-0.8748
3.0,9,-0.6503
5.0,9,0.9408
5.0,6,0.9656
1.0,6,0.3176
5.0,3,0.8436
3.0,2,0.2742
1.0,10,-0.5152
5.0,9,0.9447
5.0,0,0.9611
5.0,6,0.9918
5.0,10,0.9708
5.0,25,0.9966
5.0,0,0.8439
5.0,4,0.9309
2.0,7,-0.4582
5.0,4,0.9622
5.0,1,0.5994
5.0,2,0.875
5.0,8,0.8938
4.0,18,0.9977
5.0,4,0.9443
5.0,1,0.9796
5.0,1,0.9098
5.0,7,0.9772
5.0,2,0.9345
4.0,2,0.5499
1.0,14,-0.8001
5.0,14,0.9879
4.0,5,0.0
5.0,9,0.9571
1.0,4,0.09
5.0,1,0.8481
5.0,7,0.966
5.0,0,0.8999
5.0,10,0.9948
5.0,4,0.9256
2.0,5,-0.807
5.0,6,0.9231
2.0,5,0.6416
1.0,6,-0.7962
1.0,23,0.3987
3.0,16,0.9139
5.0,4,0.9382
5.0,0,0.944
1.0,10,0.6452
1.0,14,0.9672
5.0,0,0.9605
2.0,8,-0.2932
4.0,10,0.973
5.0,1,0.9349
3.0,7,0.9821
1.0,0,0.7457
5.0,3,0.4588
5.0,3,0.6259
1.0,23,0.59
1.0,6,-0.6478
4.0,8,0.6144
1.0,8,0.5716
1.0,6,-0.9461
1.0,4,-0.7596
1.0,8,-0.6923
4.0,2,0.8682
5.0,12,0.9802
5.0,0,0.8622
5.0,5,0.9459
5.0,2,0.9671
2.0,4,0.0516
5.0,3,0.1227
4.0,1,0.3506
5.0,4,0.9703
1.0,11,-0.6715
2.0,6,0.7742
5.0,4,0.8302
5.0,10,0.9919
4.0,7,0.7996
5.0,6,0.8078
5.0,3,0.9793
5.0,3,0.4588
1.0,21,-0.4799
5.0,9,0.9717
3.0,2,0.93
2.0,2,-0.1531
1.0,10,-0.3291
4.0,19,0.994
5.0,1,0.893
5.0,8,0.7664
5.0,6,0.9873
5.0,9,0.9954
3.0,3,0.7175
5.0,2,0.9216
1.0,6,-0.3908
5.0,1,0.9299
3.0,5,0.8928
1.0,37,-0.9954
1.0,35,0.9831
2.0,20,0.7127
5.0,4,0.8225
5.0,5,0.9611
4.0,9,0.9903
5.0,12,0.9927
5.0,28,0.9977
2.0,11,-0.9766
3.0,14,0.6608
5.0,6,0.9622
5.0,2,0.9551
1.0,10,0.9181
5.0,5,0.908
5.0,2,0.9109
2.0,9,0.784
5.0,0,0.8388
5.0,2,0.6147
1.0,10,-0.7917
4.0,4,-0.3612
5.0,13,0.9871
1.0,11,-0.9728
5.0,10,0.9571
4.0,6,0.9634
3.0,21,0.941
4.0,8,0.9828
4.0,5,0.9639
5.0,36,0.9962
5.0,26,0.9876
5.0,6,0.9117
4.0,1,0.9559
1.0,4,-0.8173
5.0,4,0.9509
1.0,4,-0.3549
2.0,2,0.6909
5.0,7,0.9883
5.0,3,0.98
5.0,3,0.8537
5.0,2,0.9137
5.0,9,0.9743
1.0,2,-0.6486
1.0,6,0.7036
5.0,0,0.9719
5.0,7,0.981
4.0,6,0.9883
5.0,7,0.9751
5.0,6,0.3924
5.0,2,0.9838
5.0,4,0.975
4.0,8,-0.6191
5.0,2,0.9722
2.0,5,0.5693
5.0,3,0.9432
5.0,6,0.7637
4.0,14,0.8518
2.0,6,0.6149
5.0,2,0.9668
1.0,7,-0.8133
5.0,6,0.9856
1.0,2,-0.8998
5.0,4,0.9681
4.0,8,0.9789
5.0,7,0.965
3.0,16,0.9755
5.0,4,0.8718
4.0,11,0.9643
1.0,18,0.2586
5.0,0,0.8908
4.0,5,0.981
5.0,4,0.7298
5.0,2,0.9136
2.0,2,0.8356
5.0,1,0.8095
1.0,13,-0.0065
5.0,1,0.9652
5.0,2,0.9693
1.0,7,-0.8934
5.0,6,0.9216
5.0,3,0.9741
3.0,6,0.9657
5.0,8,0.9332
1.0,27,-0.963
4.0,0,0.9168
5.0,3,0.9747
4.0,7,0.8655
5.0,20,0.9816
1.0,13,0.3
1.0,1,-0.875
5.0,1,0.9619
5.0,3,0.9773
1.0,14,-0.6877
5.0,4,0.9552
4.0,10,0.9017
5.0,1,0.6904
2.0,3,0.358
5.0,3,0.9783
1.0,6,-0.605
5.0,3,0.988
1.0,6,-0.4502
5.0,3,0.9824
5.0,13,0.9966
4.0,6,0.6648
2.0,11,0.8489
5.0,2,0.8278
5.0,14,0.9643
5.0,12,0.9816
4.0,18,-0.9336
2.0,11,-0.2918
5.0,9,0.943
5.0,7,0.986
1.0,4,0.0
5.0,10,0.9661
5.0,10,0.9739
1.0,9,-0.3612
5.0,2,0.8456
4.0,7,0.9753
1.0,3,0.685
5.0,0,0.7424
5.0,1,0.902
5.0,2,0.9381
3.0,11,0.9873
5.0,9,0.9646
5.0,6,0.9586
5.0,3,0.9754
5.0,8,0.9401
1.0,2,-0.4939
5.0,0,0.9646
1.0,5,0.8842
5.0,6,0.9237
5.0,2,0.9657
5.0,3,0.9628
4.0,10,0.589
5.0,4,0.883
5.0,8,0.9697
5.0,5,0.9748
2.0,22,-0.9227
5.0,4,0.9732
5.0,3,0.4404
1.0,3,-0.4205
5.0,2,0.8261
2.0,15,-0.7464
4.0,2,0.7096
5.0,0,0.8309
3.0,4,0.3395
5.0,5,0.9865
3.0,2,0.0493
2.0,13,0.6826
3.0,19,0.9694
3.0,2,0.9555
1.0,7,-0.8581
1.0,4,0.3356
4.0,3,0.9813
1.0,24,-0.9121
5.0,11,0.9807
5.0,12,0.9439
5.0,2,0.9612
5.0,6,0.9554
5.0,3,0.902
4.0,16,0.996
1.0,11,0.8393
5.0,3,0.9136
4.0,5,0.9516
3.0,10,0.8894
5.0,11,0.9165
5.0,2,0.9682
5.0,7,0.792
1.0,5,0.5574
1.0,32,-0.5147
5.0,2,0.9441
1.0,3,-0.747
1.0,0,0.466
3.0,6,-0.6426
5.0,2,0.8439
2.0,14,0.842
2.0,14,0.9718
2.0,3,0.9244
2.0,9,0.127
5.0,6,0.9962
5.0,5,0.9881
4.0,2,0.8576
5.0,0,0.9758
1.0,7,-0.7531
2.0,10,-0.6124
2.0,2,0.8402
5.0,6,0.9897
2.0,9,0.3182
5.0,3,0.9866
5.0,0,0.9794
5.0,2,0.8519
4.0,6,0.8519
2.0,10,0.3067
1.0,2,-0.2732
4.0,10,0.9841
5.0,5,0.9199
1.0,6,-0.9701
5.0,1,0.7559
5.0,5,-0.8389
5.0,4,0.9532
5.0,3,0.9732
5.0,6,0.9888
5.0,20,0.9985
1.0,5,-0.4404
5.0,7,0.9585
4.0,6,0.7137
4.0,9,0.8612
1.0,4,-0.9147
5.0,7,0.8203
1.0,26,0.9775
1.0,5,-0.2163
2.0,10,0.4914
5.0,7,0.9795
5.0,3,0.9634
5.0,2,0.9503
5.0,0,0.7269
5.0,2,0.9705
1.0,0,-0.8346
3.0,13,0.9306
4.0,12,0.9473
1.0,16,0.944
5.0,0,0.9705
5.0,2,0.9078
4.0,3,0.8883
3.0,13,-0.5108
1.0,9,-0.8122
5.0,10,0.9483
5.0,10,0.9671
1.0,30,-0.9555
2.0,6,-0.6279
5.0,10,0.96
5.0,2,0.9467
5.0,3,0.9099
2.0,18,0.9923
5.0,8,0.9505
5.0,1,0.8668
1.0,13,-0.4857
5.0,7,0.8314
5.0,3,0.8748
3.0,6,0.6064
1.0,3,-0.5604
1.0,3,0.6369
5.0,6,0.9574
5.0,10,0.9922
2.0,11,0.8314
5.0,2,0.674
2.0,9,-0.9748
4.0,2,0.902
1.0,8,0.7845
5.0,3,0.8992
1.0,4,-0.25
3.0,8,0.8313
5.0,2,0.9831
5.0,4,0.9676
5.0,1,0.9443
4.0,2,0.9652
3.0,4,0.34
4.0,4,0.9474
5.0,16,0.9967
5.0,3,0.9636
1.0,13,0.9091
1.0,13,-0.4753
5.0,9,0.9917
2.0,2,0.1027
5.0,5,0.6249
5.0,4,0.8118
1.0,1,0.0387
5.0,8,0.9883
5.0,4,0.967
2.0,5,-0.101
5.0,0,0.743
5.0,6,0.9366
5.0,2,0.9779
1.0,2,0.6597
1.0,9,-0.4607
3.0,5,0.9136
1.0,3,-0.6352
5.0,1,0.5756
4.0,4,0.9822
5.0,2,0.8193
1.0,12,-0.4716
1.0,5,-0.9505
5.0,6,0.8309
4.0,2,0.8271
5.0,6,0.9951
5.0,3,0.0
5.0,4,0.9476
5.0,25,0.9912
4.0,0,0.765
1.0,3,-0.86
4.0,7,0.8776
5.0,1,0.7778
5.0,1,0.974
3.0,5,0.5678
5.0,1,0.9585
5.0,15,0.9989
1.0,6,-0.9386
5.0,3,0.9725
3.0,7,0.4588
5.0,15,0.9958
4.0,0,0.8201
5.0,7,0.9325
2.0,9,0.1761
5.0,1,0.9737
4.0,7,0.974
5.0,6,0.9836
1.0,1,-0.8958
1.0,11,-0.9596
5.0,2,0.9745
3.0,6,0.817
2.0,8,-0.1862
1.0,5,-0.5741
2.0,6,-0.2495
5.0,2,0.9457
5.0,5,0.9498
5.0,3,0.9392
1.0,1,-0.9081
1.0,13,-0.4215
5.0,6,0.986
5.0,11,0.9929
4.0,4,0.9245
5.0,13,0.9935
2.0,3,-0.2823
1.0,21,-0.7786
5.0,11,0.9953
1.0,7,-0.6659
5.0,5,0.9471
5.0,7,0.9578
1.0,9,-0.9363
1.0,9,0.2305
1.0,8,0.2199
5.0,3,0.8771
4.0,0,0.9439
5.0,1,0.8647
5.0,1,0.636
4.0,7,0.8936
3.0,10,0.9826
5.0,7,0.9917
3.0,5,0.728
1.0,6,-0.7069
3.0,61,0.958
1.0,4,-0.6093
5.0,2,0.9211
5.0,1,0.6249
5.0,9,0.846
5.0,0,0.5956
5.0,3,0.8236
5.0,7,0.9863
1.0,9,-0.531
4.0,6,0.8832
5.0,3,0.9744
4.0,4,0.7127
4.0,9,0.9307
3.0,6,0.9293
